"polarfreq","homofreq","polarex","homoex","educ_freqgrp_grp","educ_extgrp_grp","educ_freqdis_grp","educ_extdis_grp","gender_freqgrp_grp","gender_extgrp_grp","gender_freqdis_grp","gender_extdis_grp","income_freqgrp_grp","income_extgrp_grp","income_freqdis_grp","income_extdis_grp","triple_freqgrp_grp","triple_extgrp_grp","triple_freqdis_grp","triple_extdis_grp"
1,0.33827839989083,0.73627908596653,0.345074859463733,-0.0577241390965858,-0.0395868803081546,0.0127985812770844,-0.0219964533995423,-0.0625270173268551,-0.0677116838254815,-0.0471318898566047,-0.0674849776425999,-0.0580341677183495,-0.0352155170605334,-0.0280452221231813,-0.0409608741614913,-0.0199405648909272,-0.014505474647364,-0.0259641966098293,-0.0149039203120717
0.33827839989083,1,0.235815430128544,0.695492496295217,-0.0146516705162047,0.00423554146767119,0.0757314982096914,0.0704812776522236,0.0254411366992703,0.0274661624497636,0.04259519195305,0.058340190515506,-0.0285784480873589,-0.04548189823719,-0.00360057551724249,0.00030302145615342,0.0303398709045624,0.0520145092271894,0.0614711795259144,0.0833077679539228
0.73627908596653,0.235815430128544,1,0.324230514545224,-0.028434051108536,-0.0890784407203289,0.0358574389345478,-0.0421600446942662,-0.0731351655151709,-0.157161519201031,-0.0435220400508928,-0.121014405809867,-0.0177230898200484,-0.0186230052677325,0.0277635923322709,-0.0301566417848477,-0.000107161112828941,-0.0404121144977771,0.0118282081684414,-0.0493161925816497
0.345074859463733,0.695492496295217,0.324230514545224,1,0.0163058668699827,0.0712193854547154,0.093846105303069,0.150043576541598,-0.00561415926795046,-0.0157558834872131,0.0164534948438331,0.0600283039429786,-0.0355060457620051,-0.0256538123345123,0.0107939763757798,0.0547318697350358,0.0828039332842352,0.121068292399921,0.0980914682146098,0.149085137009913
-0.0577241390965858,-0.0146516705162047,-0.028434051108536,0.0163058668699827,1,0.72570148389086,0.526771466191556,0.511492362781672,0.123445856648993,0.0305088533638231,0.0830448987481627,0.0333576553895297,0.166945678602583,0.102822237351792,0.0311389812979186,0.0631329015053498,0.30001176950324,0.225266567809113,0.204147359106735,0.183892266668477
-0.0395868803081546,0.00423554146767119,-0.0890784407203289,0.0712193854547154,0.72570148389086,1,0.53357222104547,0.7096628600753,0.0243103372176425,0.00915959263997889,0.0163207072506467,0.0124993742786147,0.104376873373389,0.128233006983261,0.0425050616725089,0.0880118893098327,0.236338596614588,0.359313145975726,0.205409027383865,0.320711747697052
0.0127985812770844,0.0757314982096914,0.0358574389345478,0.093846105303069,0.526771466191556,0.53357222104547,1,0.680693153647857,0.025925241082886,-0.00201406504202364,0.0848154139516418,0.0442732277967995,0.113085026860357,0.117190578497406,0.0990346441908218,0.109796602551916,0.17613906887025,0.20878131675635,0.202965552215904,0.210630072168102
-0.0219964533995423,0.0704812776522236,-0.0421600446942662,0.150043576541598,0.511492362781672,0.7096628600753,0.680693153647857,1,0.0186939513700973,0.00140576666972419,0.0573518289225215,0.0695251126983619,0.0822956778769098,0.129033856312057,0.0847914739543433,0.162539248331534,0.176815831014496,0.309625368748098,0.179831885595718,0.323727181326763
-0.0625270173268551,0.0254411366992703,-0.0731351655151709,-0.00561415926795046,0.123445856648993,0.0243103372176425,0.025925241082886,0.0186939513700973,1,0.730256377988874,0.660902468740859,0.607782509463109,0.0889876991171305,0.075027770563895,0.0109519594719612,0.0387740974324233,0.364888934528218,0.240818787705036,0.28360270517458,0.231175883875795
-0.0677116838254815,0.0274661624497636,-0.157161519201031,-0.0157558834872131,0.0305088533638231,0.00915959263997889,-0.00201406504202364,0.00140576666972419,0.730256377988874,1,0.621445063195743,0.836673626513881,0.0643605943865727,0.078270473210655,0.0120199937190473,0.0772186261286946,0.239484781594584,0.262957569204298,0.215831257283243,0.258025695952225
