format,construct,timing_class,membership,metric,weighting,pairs,families,mean,positive_fraction,largest_family_share,se,df,lower,upper,inference
classroom_discussion,policy,immediate,available,h,equal_family_event,56,1,0.5535714285714278,0.5535714285714278,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_gender,pairs,41,1,0.34146341463414637,0.34146341463414637,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,d_gender,equal_family_event,41,1,0.3414634146341462,0.3414634146341462,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,h,pairs,56,1,0.5535714285714286,0.5535714285714286,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,h,equal_family_event,56,1,0.5535714285714278,0.5535714285714278,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_education,pairs,8,1,0.375,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_education,equal_family_event,8,1,0.375,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_gender,pairs,5,1,0.2,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_gender,equal_family_event,5,1,0.2,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,h,pairs,8,1,0.625,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,h,equal_family_event,8,1,0.625,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p,pairs,7,1,0.5714285714285714,0.5714285714285714,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p,equal_family_event,7,1,0.5714285714285715,0.5714285714285715,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p_absolute,pairs,8,1,0.625,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p_absolute,equal_family_event,8,1,0.625,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,d_education,pairs,8,1,0.375,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_education,equal_family_event,8,1,0.375,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_gender,pairs,5,1,0.2,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_gender,equal_family_event,5,1,0.2,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,h,pairs,8,1,0.5,0.5,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,h,equal_family_event,8,1,0.5,0.5,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p,pairs,7,1,0.5714285714285714,0.5714285714285714,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p,equal_family_event,7,1,0.5714285714285715,0.5714285714285715,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p_absolute,pairs,8,1,0.625,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p_absolute,equal_family_event,8,1,0.625,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,d_education,pairs,75,1,0.52,0.52,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_education,equal_family_event,75,1,0.5200000000000002,0.5200000000000002,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_gender,pairs,57,1,0.40350877192982454,0.40350877192982454,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_gender,equal_family_event,57,1,0.40350877192982393,0.40350877192982393,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,h,pairs,80,1,0.5,0.5,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,h,equal_family_event,80,1,0.500000000000001,0.500000000000001,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p,pairs,78,1,0.41025641025641024,0.41025641025641024,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p,equal_family_event,78,1,0.4102564102564111,0.4102564102564111,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p_absolute,pairs,80,1,0.4375,0.4375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p_absolute,equal_family_event,80,1,0.4375000000000009,0.4375000000000009,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,d_education,pairs,75,1,0.52,0.52,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_education,equal_family_event,75,1,0.5200000000000002,0.5200000000000002,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_gender,pairs,57,1,0.40350877192982454,0.40350877192982454,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_gender,equal_family_event,57,1,0.40350877192982393,0.40350877192982393,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,h,pairs,80,1,0.4875,0.4875,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,h,equal_family_event,80,1,0.48750000000000104,0.48750000000000104,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p,pairs,78,1,0.41025641025641024,0.41025641025641024,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p,equal_family_event,78,1,0.4102564102564111,0.4102564102564111,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p_absolute,pairs,80,1,0.4375,0.4375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p_absolute,equal_family_event,80,1,0.4375000000000009,0.4375000000000009,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_combined,pairs,230,1,0.5347826086956522,0.5347826086956522,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_combined,equal_family_event,230,1,0.5347826086956529,0.5347826086956529,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_education,pairs,377,1,0.5570291777188329,0.5570291777188329,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_education,equal_family_event,377,1,0.5570291777188285,0.5570291777188285,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_gender,pairs,405,1,0.4419753086419753,0.4419753086419753,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_gender,equal_family_event,405,1,0.4419753086419788,0.4419753086419788,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_income,pairs,395,1,0.5063291139240507,0.5063291139240507,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_income,equal_family_event,395,1,0.5063291139240503,0.5063291139240503,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,h,pairs,419,1,0.7374701670644391,0.7374701670644391,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,h,equal_family_event,419,1,0.7374701670644361,0.7374701670644361,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p,pairs,418,1,0.7272727272727273,0.7272727272727273,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p,equal_family_event,418,1,0.7272727272727303,0.7272727272727303,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p_absolute,pairs,420,1,0.7333333333333333,0.7333333333333333,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p_absolute,equal_family_event,420,1,0.7333333333333335,0.7333333333333335,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_combined,pairs,230,1,0.5217391304347826,0.5217391304347826,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_combined,equal_family_event,230,1,0.5217391304347834,0.5217391304347834,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_education,pairs,376,1,0.5531914893617021,0.5531914893617021,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_education,equal_family_event,376,1,0.5531914893617058,0.5531914893617058,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_gender,pairs,404,1,0.42326732673267325,0.42326732673267325,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_gender,equal_family_event,404,1,0.4232673267326733,0.4232673267326733,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_income,pairs,396,1,0.5126262626262627,0.5126262626262627,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_income,equal_family_event,396,1,0.512626262626267,0.512626262626267,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,h,pairs,419,1,0.7326968973747017,0.7326968973747017,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,h,equal_family_event,419,1,0.7326968973746986,0.7326968973746986,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p,pairs,419,1,0.7279236276849642,0.7279236276849642,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p,equal_family_event,419,1,0.7279236276849611,0.7279236276849611,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p_absolute,pairs,420,1,0.7333333333333333,0.7333333333333333,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p_absolute,equal_family_event,420,1,0.7333333333333335,0.7333333333333335,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_combined,pairs,174,1,0.5172413793103449,0.5172413793103449,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_combined,equal_family_event,174,1,0.5172413793103425,0.5172413793103425,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_education,pairs,281,1,0.6156583629893239,0.6156583629893239,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_education,equal_family_event,281,1,0.6156583629893241,0.6156583629893241,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_gender,pairs,311,1,0.47266881028938906,0.47266881028938906,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_gender,equal_family_event,311,1,0.47266881028939206,0.47266881028939206,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_income,pairs,296,1,0.5337837837837838,0.5337837837837838,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_income,equal_family_event,296,1,0.5337837837837829,0.5337837837837829,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,h,pairs,315,1,0.6825396825396826,0.6825396825396826,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,h,equal_family_event,315,1,0.6825396825396827,0.6825396825396827,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p,pairs,311,1,0.6977491961414791,0.6977491961414791,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p,equal_family_event,311,1,0.6977491961414811,0.6977491961414811,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p_absolute,pairs,315,1,0.746031746031746,0.746031746031746,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p_absolute,equal_family_event,315,1,0.7460317460317462,0.7460317460317462,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_combined,pairs,175,1,0.5142857142857142,0.5142857142857142,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_combined,equal_family_event,175,1,0.5142857142857165,0.5142857142857165,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_education,pairs,280,1,0.6107142857142858,0.6107142857142858,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_education,equal_family_event,280,1,0.6107142857142859,0.6107142857142859,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_gender,pairs,310,1,0.46774193548387094,0.46774193548387094,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_gender,equal_family_event,310,1,0.46774193548387477,0.46774193548387477,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_income,pairs,296,1,0.5371621621621622,0.5371621621621622,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_income,equal_family_event,296,1,0.5371621621621613,0.5371621621621613,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,h,pairs,315,1,0.6857142857142857,0.6857142857142857,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,h,equal_family_event,315,1,0.6857142857142859,0.6857142857142859,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p,pairs,310,1,0.6870967741935484,0.6870967741935484,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p,equal_family_event,310,1,0.687096774193551,0.687096774193551,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p_absolute,pairs,315,1,0.7365079365079366,0.7365079365079366,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p_absolute,equal_family_event,315,1,0.7365079365079367,0.7365079365079367,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_gender,pairs,517,1,0.4526112185686654,0.4526112185686654,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,d_gender,equal_family_event,517,1,0.4526112185686594,0.4526112185686594,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,h,pairs,525,1,0.4857142857142857,0.4857142857142857,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,h,equal_family_event,525,1,0.4857142857142927,0.4857142857142927,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p,pairs,519,1,0.371868978805395,0.371868978805395,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p,equal_family_event,519,1,0.37186897880539316,0.37186897880539316,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p_absolute,pairs,525,1,0.4419047619047619,0.4419047619047619,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p_absolute,equal_family_event,525,1,0.44190476190476824,0.44190476190476824,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_gender,pairs,517,1,0.46034816247582205,0.46034816247582205,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,d_gender,equal_family_event,517,1,0.4603481624758159,0.4603481624758159,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,h,pairs,525,1,0.4780952380952381,0.4780952380952381,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,h,equal_family_event,525,1,0.47809523809524496,0.47809523809524496,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p,pairs,520,1,0.37115384615384617,0.37115384615384617,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p,equal_family_event,520,1,0.3711538461538463,0.3711538461538463,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p_absolute,pairs,525,1,0.43047619047619046,0.43047619047619046,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p_absolute,equal_family_event,525,1,0.4304761904761966,0.4304761904761966,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_combined,pairs,3682,1,0.503530689842477,0.503530689842477,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_combined,equal_family_event,3682,1,0.5035306898424777,0.5035306898424777,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_education,pairs,5950,1,0.5280672268907562,0.5280672268907562,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_education,equal_family_event,5950,1,0.528067226890738,0.528067226890738,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_gender,pairs,8389,1,0.4914769340803433,0.4914769340803433,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_gender,equal_family_event,8389,1,0.49645159238072883,0.49645159238072883,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_income,pairs,6405,1,0.4967993754879001,0.4967993754879001,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_income,equal_family_event,6405,1,0.4967993754879831,0.4967993754879831,1,NA,NA,NA,NA,fewer than two independent families
